Country,City,AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
India,Vedaranniyam,57,34,0,57
Lao People's Democratic Republic,Vientiane,45,26,0,45
Austria,Enns,62,39,1,62
Hungary,Erd,62,39,2,62
India,Erode,56,29,1,56
Denmark,Espergaerde,36,36,1,27
Italy,Este,94,36,5,94
United States of America,Ewa Beach,30,26,0,30
United States of America,Fallbrook,74,0,23,74
Brazil,Fartura,32,13,1,32
Iran (Islamic Republic of),Fasa,93,65,0,93
Brazil,Ferraz De Vasconcelos,146,3,15,146
France,Floirac,51,38,1,51
United States of America,Florissant,88,11,20,88
United States of America,Forest Park,81,15,19,81
Brazil,Formiga,44,6,3,44
,Ermoupolis,45,45,0,25
Colombia,Espinal,103,4,7,103
Guatemala,Olintepeque,94,9,11,94
Russian Federation,Olonets,33,28,0,33
Germany,Olpe,50,27,3,50
Belgium,Opwijk,43,28,4,43
United States of America,Oregon,42,42,6,33
Russian Federation,Osa,35,35,0,32
India,Osmanabad,93,25,0,93
Netherlands,Oss,37,32,2,37
United States of America,Oswego,54,28,11,54
Japan,Otsuki,41,41,1,26
Brazil,Ouricuri,21,14,0,21
Brazil,Ouro Preto Do Oeste,53,0,2,53
Colombia,Ovejas,60,1,8,60
Germany,Overath,48,24,4,48
Brazil,Pacajus,25,19,1,25
Thailand,Pak Phanang,69,34,0,69
Mexico,Palau,54,20,0,54
Italy,Palestrina,43,43,3,30
India,Pandaria,186,42,0,186
India,Pandhana,153,35,0,153
United States of America,Papillion,47,35,6,47
,Parainen,28,28,3,15
Brazil,Paraipaba,42,21,1,42
India,Parichhatgarh,173,173,3,159
India,Parli,95,31,0,95
India,Pattukkottai,63,35,0,63
India,Pawai,196,42,0,196
Brazil,Pedregulho,42,7,2,42
India,Pennagaram,56,24,1,56
India,Peravurani,62,35,0,62
Russian Federation,Pestovo,42,34,0,42
Brazil,Petrolandia,22,12,1,22
Romania,Petrosani,57,41,0,57
Russian Federation,Petrozavodsk,28,28,1,13
Slovakia,Pezinok,67,38,2,67
India,Phalodi,500,34,0,467
United States of America,Pharr,150,15,6,150
United States of America,Philadelphia,61,16,19,61
India,Pinahat,297,54,1,297
United States of America,Pineville,48,15,4,48
China,Pingshan,133,133,2,90
China,Pingzhuang,101,87,0,101
,Piombino,40,40,0,19
Brazil,Piracaia,102,7,8,102
Italy,Pisa,39,39,2,22
France,Ploemeur,32,32,2,31
Russian Federation,Pokrovka,58,42,0,58
Russian Federation,Pokrovskoye,38,38,2,15
Ukraine,Polohy,40,40,0,8
,Pomorie,40,40,0,25
India,Porbandar,167,23,0,167
,Port Dickson,90,39,0,90
Australia,Port Macquarie,29,29,0,7
Portugal,Porto,28,28,2,21
South Africa,Potchefstroom,188,15,15,188
Poland,Poznan,36,30,2,36
Thailand,Prachin Buri,57,30,1,57
Brazil,Pradopolis,62,7,4,62
Italy,Prato,37,37,3,18
Indonesia,Prigen,153,84,2,153
Italy,Priverno,40,40,2,21
,Puerto Real,32,32,2,32
Italy,Putignano,48,48,2,25
Azerbaijan,Qax,32,32,0,28
China,Qingquan,178,178,3,132
Portugal,Quarteira,38,38,2,24
United States of America,Quartz Hill,72,28,14,72
Pakistan,Rabwah,163,148,1,163
Italy,Ragusa,54,28,5,54
India,Rajpura,143,143,1,138
United States of America,Rosenberg,34,18,4,34
,Rottingdean,52,28,5,52
Czechia,Roznov,60,39,1,60
Venezuela (Bolivarian Republic of),Rubio,34,10,3,34
Poland,Ruda Slaska,113,23,11,113
Bulgaria,Ruse,37,37,1,36
United Kingdom of Great Britain and Northern Ireland,Rushden,50,29,4,50
United States of America,Russellville,79,23,4,79
United States of America,Rye,70,12,24,70
Japan,Sabae,43,43,0,25
Iran (Islamic Republic of),Sabzevar,116,42,0,116
Japan,Sagamihara,50,50,3,43
Japan,Sagara,46,46,0,20
India,Sahaspur,182,182,1,151
United States of America,Saint Helens,39,25,7,39
France,Saint Andre Les Vergers,29,29,2,23
France,Saint Michel Sur Orge,56,20,6,56
France,Saint Sebastien Sur Loire,32,27,2,32
France,Sainte Luce Sur Loire,32,27,2,32
,Sakaiminato,44,44,0,34
United Kingdom of Great Britain and Northern Ireland,Sale,34,30,3,34
Mexico,Salina Cruz,60,23,1,60
France,Sallaumines,50,25,4,50
Madagascar,Sambava,22,22,0,15
Bhutan,Samdrup Jongkhar,31,27,0,31
Chile,San Bernardo,240,0,24,240
United States of America,San German,129,24,0,129
Italy,San Giorgio Ionico,48,48,3,39
Colombia,San Jose Del Guaviare,27,7,0,27
,San Jose,45,17,0,45
Costa Rica,San Josecito,83,2,14,83
United States of America,San Pablo,55,15,17,55
Costa Rica,San Rafael Arriba,79,5,13,79
Spain,Sanlucar La Mayor,30,30,2,25
India,Sanquelim,84,25,0,84
Italy,Sansepolcro,37,37,2,20
United States of America,Santa Clara,66,9,20,66
Italy,Santa Maria A Vico,41,37,8,41
Ecuador,Santo Domingo,70,3,7,70
Colombia,Santo Tomas,85,18,7,85
Brazil,Sao Bernardo Do Campo,142,4,16,142
Brazil,Sao Joao Da Barra,54,13,2,54
Brazil,Sao Lourenco Da Serra,112,6,12,112
Brazil,Saquarema,83,11,7,83
Iran (Islamic Republic of),Sarakhs,90,45,0,90
France,Saverne,65,21,4,65
,Savona,37,37,2,34
Yemen,Sayyan,179,44,0,179
Germany,Schifferstadt,52,30,3,52
France,Schiltigheim,65,23,4,65
Germany,Schmelz,52,29,3,52
Germany,Schramberg,69,26,3,69
Germany,Schriesheim,53,31,3,53
Austria,Schwechat,66,37,2,66
Germany,Schwedt,35,33,1,35
United States of America,Sebring,55,11,11,55
India,Selu,126,34,0,126
Slovakia,Senica,64,39,1,64
Gambia,Serekunda,158,30,1,158
Italy,Sesto Fiorentino,36,36,3,17
Iran (Islamic Republic of),Shadegan,151,80,0,151
Russian Federation,Sherlovaya Gora,32,32,0,20
Japan,Shimabara,47,47,1,43
India,Shirhatti,53,23,0,53
Indonesia,Sibolga,35,14,0,35
India,Siddapur,52,23,0,52
Romania,Simleu Silvaniei,67,37,1,67
,Sines,34,34,3,31
Thailand,Sing Buri,32,26,0,32
United Kingdom of Great Britain and Northern Ireland,Skegness,35,35,1,22
Russian Federation,Skuratovskiy,31,31,1,23
Russian Federation,Slobodskoy,34,25,2,34
Sweden,Sodertalje,29,29,0,21
Poland,Sokolka,36,36,0,31
Italy,Rapallo,45,45,2,34
Pakistan,Rasulnagar,155,155,1,124
Brazil,Regeneracao,39,9,1,39
India,Richha,177,177,1,156
Germany,Riedlingen,78,28,3,78
Germany,Rielasingen Worblingen,94,29,2,94
United States of America,Riverton,54,13,12,54
United Kingdom of Great Britain and Northern Ireland,Rochdale,30,30,3,28
United States of America,Rocklin,70,8,23,70
Brazil,Rolim De Moura,32,2,0,32
Mexico,Romita,57,14,4,57
Thailand,Non Sung,50,28,0,50
United States of America,North Massapequa,63,16,21,63
United States of America,Norwood,34,24,8,34
Brazil,Nova Venecia,30,17,1,30
United States of America,Novato,40,22,9,40
Brazil,Novo Cruzeiro,23,12,0,23
Russian Federation,Novorossiysk,46,38,1,46
Mexico,Nueva Rosita,54,23,1,54
Russian Federation,Nyagan,32,32,0,15
India,Nyamati,39,22,0,39
United States of America,Oakton,51,25,12,51
,Oarai,38,38,1,17
Germany,Oberasbach,47,34,2,47
Nigeria,Ode,118,26,2,118
Japan,Ohara,61,61,1,41
Netherlands,Oldenzaal,35,33,1,35
Russian Federation,Soltsy,60,35,0,60
El Salvador,Sonsonate,88,22,9,88
Hungary,Sopron,71,34,2,71
United States of America,South Pasadena,122,14,38,122
Germany,Spenge,38,34,1,38
United States of America,Springdale,86,24,4,86
Russian Federation,Srednyaya Akhtuba,38,38,0,30
Belgium,Stabroek,37,30,3,37
Belgium,Staden,42,32,3,42
Germany,Stadthagen,36,34,1,36
United Kingdom of Great Britain and Northern Ireland,Stafford,41,30,3,41
South Africa,Stanger,165,15,6,165
Belgium,Steenokkerzeel,44,27,4,44
Belgium,Stekene,39,30,3,39
Bosnia and Herzegovina,Stijena,50,32,0,50
United States of America,Stow,44,44,3,34
United Kingdom of Great Britain and Northern Ireland,Stroud,51,21,5,51
Indonesia,Sumbawa,25,25,0,21
United States of America,Sun City,67,6,20,67
India,Kheralu,162,35,0,162
Ukraine,Kherson,43,43,0,35
Iran (Islamic Republic of),Khomeyn,87,51,0,87
United Republic of Tanzania,Kilosa,31,16,0,31
Guinea,Kindia,62,18,0,62
Turkey,Kirac,40,40,1,35
Russian Federation,Kirovgrad,33,30,1,33
Russian Federation,Kirs,30,30,0,11
Japan,Kitami,32,32,0,23
Ukraine,Kivertsi,60,33,0,60
Indonesia,Klangenan,67,38,1,67
Japan,Kogota,40,40,0,14
India,Kokrajhar,150,53,1,150
Poland,Kolno,45,34,0,45
Greece,Komotini,40,40,0,33
Tajikistan,Konibodom,109,42,0,109
Russian Federation,Korablino,37,32,0,37
Pakistan,Kot Addu,202,88,1,202
India,Kota,160,42,1,160
Netherlands,Kampen,32,29,3,32
Myanmar,Kanbe,58,23,0,58
India,Kanina,500,41,0,372
Kyrgyzstan,Karakol,42,35,0,42
Russian Federation,Kargat,37,30,0,37
Russian Federation,Kargopol,31,31,0,17
India,Karur,55,28,0,55
Iran (Islamic Republic of),Kashan,151,69,1,151
Thailand,Kathu,40,23,0,40
Netherlands,Katwijk,41,27,5,41
Lithuania,Kaunas,45,33,0,45
Russian Federation,Kayakent,66,35,0,66
,Keansburg,77,45,6,77
Indonesia,Kebonarum,65,32,1,65
Indonesia,Kebumen,61,34,0,61
United States of America,Ken Caryl,89,3,15,89
United States of America,Kendall,89,9,14,89
Sierra Leone,Kenema,36,16,0,36
Turkey,Kestel,40,40,1,35
Hungary,Keszthely,50,32,1,50
Germany,Kevelaer,33,33,2,33
Russian Federation,Khadyzhensk,52,52,2,15
India,Khairagarh,156,44,0,156
United States of America,Jeffersonville,54,30,11,54
Malaysia,Jerantut,48,31,0,48
China,Jidong,34,34,0,30
India,Jiran,156,41,0,156
China,Jishu,62,47,1,62
China,Jiujiang,142,142,4,104
India,Jobner,192,39,0,192
Spain,Jodar,29,29,1,25
India,Jodhpur,500,34,0,378
United States of America,Jollyville,46,21,3,46
Philippines,Jolo,30,15,0,30
Nigeria,Jos,64,31,0,64
Mexico,Juarez,73,12,6,73
,Juneau,28,25,2,28
Russian Federation,Kachkanar,24,24,0,17
Turkey,Kadirli,72,41,0,72
China,Kaili,98,98,1,87
Zambia,Kalulushi,58,22,0,58
Japan,Kamagaya,40,39,3,40
Russian Federation,Ilovlya,35,35,0,21
India,Indapur,111,23,0,111
Brazil,Inhumas,54,10,3,54
Brazil,Ipiau,37,4,2,37
Peru,Iquitos,28,1,0,28
United Kingdom of Great Britain and Northern Ireland,Irvine,62,34,0,62
Germany,Ismaning,31,29,1,31
Brazil,Itaobim,28,4,2,28
Brazil,Itaperucu,50,13,4,50
Brazil,Itaquitinga,50,15,3,50
Serbia,Ivanjica,38,38,0,23
Russian Federation,Ivanteyevka,50,27,5,50
France,Ivry Sur Seine,51,20,5,51
United Kingdom of Great Britain and Northern Ireland,Ivybridge,67,35,1,67
Mexico,Ixtepec,66,6,4,66
Japan,Izumi,44,39,3,44
India,Jagatsinghapur,154,90,1,154
Czechia,Jaromer,30,29,1,30
India,Tekari,376,68,1,296
Germany,Teningen,31,31,1,31
Italy,Terlizzi,47,47,1,34
Italy,Terni,42,42,2,32
Bangladesh,Thakurgaon,193,73,1,193
Germany,Thale,38,38,1,28
Denmark,Thisted,46,34,1,46
Peru,Tingo Maria,36,1,1,36
Philippines,Titay,100,17,0,100
Mexico,Tlajomulco,59,5,6,59
Mexico,Tlapacoyan,93,7,10,93
Mexico,Tlaxcalancingo,158,2,11,158
Pakistan,Toba Tek Singh,295,55,1,295
Brazil,Tome Acu,34,5,0,34
United States of America,Shelbyville,45,30,8,45
China,Shizuishan,73,49,0,73
Japan,Shizunai,32,32,0,12
Thailand,Si Sa Ket,54,28,0,54
India,Sibsagar,69,47,1,69
India,Siddhapur,168,34,0,168
Indonesia,Sidoarjo,153,58,2,153
Poland,Sieradz,39,30,1,39
Turkey,Silvan,90,49,0,90
India,Simdega,169,86,0,169
Romania,Simeria,57,37,1,57
Croatia,Sinj,37,37,0,20
India,Sirsa,260,47,0,239
Ireland,Skerries,64,38,0,64
Ukraine,Skvyra,55,43,0,55
Republic of Moldova,Slobozia,52,39,0,52
United Kingdom of Great Britain and Northern Ireland,Slough,31,27,2,31
Japan,Soja,37,37,3,29
Russian Federation,Sol Iletsk,27,27,0,18
India,Sompeta,154,83,1,154
Spain,Sopelana,32,32,1,21
Spain,Soria,32,32,0,23
Uganda,Soroti,54,28,0,54
United States of America,South Burlington,39,39,1,29
United States of America,Southglenn,76,5,14,76
United Kingdom of Great Britain and Northern Ireland,Southport,67,33,0,67
United States of America,Springville,123,20,11,123
India,Srirampur,176,89,3,176
United Kingdom of Great Britain and Northern Ireland,Stalybridge,55,32,1,55
Serbia,Stara Pazova,69,33,2,69
United States of America,Staunton,61,24,5,61
Germany,Steinau,33,33,2,31
Germany,Steinen,34,29,2,34
Germany,Stolberg,33,32,2,33
United States of America,Stoughton,68,2,12,68
Germany,Stralsund,38,38,0,20
Denmark,Struer,43,34,1,43
Pakistan,Sukheke,276,140,1,276
Turkey,Suluova,39,39,0,37
Costa Rica,San Francisco,58,9,7,58
Italy,San Gennaro Vesuviano,45,45,2,16
Dominican Republic,San Pedro De Macoris,100,21,2,100
Argentina,San Ramon De La Nueva Oran,20,9,0,20
Italy,San Vito Al Tagliamento,28,28,2,19
Mexico,Sanctorum,158,4,10,158
United States of America,Sanford,42,42,2,30
India,Sankeshwar,77,23,0,77
China,Sanmenxia,167,167,1,119
,Santa Pola,33,32,2,33
Portugal,Sao Bras De Alportel,37,33,2,37
Nigeria,Sapele,101,21,3,101
India,Sarangpur,155,41,0,155
Canada,Sarnia,37,33,5,37
Hungary,Sarvar,47,31,1,47
India,Sawai Madhopur,164,45,0,164
,Sawtell,24,24,0,10
Germany,Schalksmuhle,34,34,2,27
Germany,Schneeberg,32,32,1,26
Germany,Schopfheim,34,29,2,34
Germany,Schotten,33,31,4,33
Ethiopia,Sebeta,51,22,0,51
Malaysia,Semporna,15,14,0,15
Germany,Senden,34,34,2,25
Germany,Senftenberg,33,33,1,28
Italy,Sestu,67,40,1,67
Brazil,Sete Lagoas,119,0,8,119
Pakistan,Shahdadpur,171,43,0,171
Peru,Supe,45,18,2,45
Cambodia,Svay Rieng,53,26,0,53
Russian Federation,Svetlyy Yar,39,39,0,27
Peru,Tabalosos,34,2,0,34
Togo,Tabligbo,86,22,1,86
Colombia,Tado,28,8,1,28
Tunisia,Taklisah,49,46,2,49
Brazil,Tamboril,34,5,2,34
India,Tankara,154,31,0,154
India,Tarana,155,39,0,155
Morocco,Tarudant,29,28,1,29
Tunisia,Tastur,45,45,0,35
India,Shertallai,84,24,0,84
United States of America,Sherwood,61,29,3,61
China,Shilong,191,191,5,121
Iran (Islamic Republic of),Shiraz,94,51,0,94
Italy,Siano,48,46,2,48
United States of America,Signal Hill,110,5,36,110
United States of America,Silver Spring,42,39,6,42
Portugal,Silves,36,36,3,19
China,Simao,20,20,0,11
Netherlands,Simpelveld,52,35,2,52
,Sinop,47,33,0,47
Iran (Islamic Republic of),Sirjan,117,47,0,117
India,Sivaganga,61,34,0,61
India,Siwan,153,153,1,152
India,Siwana,241,32,0,241
Czechia,Slany,74,40,3,74
Canada,Smiths Falls,46,15,6,46
Israel,,68,48,4,68
United States of America,Glen Carbon,56,32,10,56
India,Gola Gokarannath,138,92,1,138
Poland,Gora,56,37,1,56
Russian Federation,Goyty,71,45,1,71
United States of America,Grand Haven,53,32,5,53
Brazil,Gravata,33,10,3,33
United Kingdom of Great Britain and Northern Ireland,Great Malvern,29,29,4,25
United States of America,Green Haven,37,32,8,37
United States of America,Greencastle,65,28,14,65
Germany,Greifswald,49,36,2,49
United States of America,Grenada,50,29,4,50
Belgium,Grez Doiceau,66,28,6,66
United States of America,Griffin,78,11,27,78
United States of America,Groves,27,23,5,27
India,Gua,162,72,0,162
Russian Federation,Gubkin,40,36,0,40
Canada,Guelph,63,29,6,63
Spain,Guia De Isora,23,23,0,8
Cuba,Guira De Melena,75,26,2,75
Philippines,Guiuan,52,19,0,52
Pakistan,Gujrat,161,160,1,161
India,Gulbarga,99,38,0,99
Germany,Gundelfingen,63,31,3,63
France,Guyancourt,69,27,6,69
Viet Nam,Hanoi,181,181,1,145
Netherlands,Harderwijk,29,24,6,29
France,Harnes,51,32,3,51
United States of America,Harrisburg,67,20,17,67
South Africa,Harrismith,68,21,1,68
Iran (Islamic Republic of),Hashtrud,50,46,0,50
Thailand,Hat Yai,61,23,0,61
India,Hata,93,58,2,93
Pakistan,Haveli,166,166,1,153
United States of America,Hayden,58,31,3,58
Germany,Herdecke,60,30,6,60
Germany,Herzberg,69,37,3,69
United Kingdom of Great Britain and Northern Ireland,Heswall,33,33,4,24
Netherlands,Hillegom,52,35,4,52
India,Himatnagar,157,37,0,157
India,Hisua,154,100,2,154
United States of America,Hollister,43,26,5,43
Kenya,Homa Bay,117,33,1,117
United States of America,Hope,60,28,6,60
Azerbaijan,Hovsan,67,32,0,67
Czechia,Hradec Kralove,82,35,1,82
China,Huayang,154,54,8,154
United States of America,Huntington Station,74,11,27,74
Uganda,Ibanda,68,20,0,68
Nigeria,Idah,60,21,1,60
United Republic of Tanzania,Ifakara,18,16,0,18
Brazil,Igarape Miri,31,5,0,31
Madagascar,Ikalamavony,22,22,0,14
Peru,Imperial,20,20,1,17
Germany,Ingolstadt,62,26,4,62
Japan,Innoshima,38,38,5,36
Austria,Innsbruck,54,32,1,54
Colombia,Ipiales,18,8,0,18
Brazil,Irati,38,8,2,38
Iraq,Irbil,76,76,0,53
Turkey,Istanbul,59,33,1,59
Brazil,Itabirito,97,4,7,97
Brazil,Itai,22,8,1,22
Brazil,Itajai,34,20,2,34
Japan,Itako,46,46,1,45
Brazil,Itororo,31,7,1,31
Brazil,Iturama,23,5,1,23
Turkey,Izmit,55,38,0,55
Haiti,Jacmel,128,14,5,128
Brazil,Jaguarao,22,22,0,9
Pakistan,Jalalpur Pirwala,183,135,1,183
Bangladesh,Jamalpur,68,43,1,68
Somalia,Jamame,33,26,0,33
Brazil,Jaragua,55,8,2,55
India,Jhalrapatan,176,38,0,176
Mexico,Jimenez,61,17,3,61
Brazil,Joao Pessoa,23,20,0,23
Kenya,Kabarnet,56,26,0,56
India,Kadaura,171,171,1,170
India,Kadi,154,33,0,154
Kenya,Kajiado,57,21,0,57
,Kalianget,45,33,0,45
Indonesia,Kaliwungu,113,100,2,113
Zambia,Kalomo,20,20,0,9
Russian Federation,Kaluga,34,32,0,34
Japan,Kameyama,50,27,5,50
Japan,Kamisu,45,45,1,40
Canada,Fort Saint John,62,30,1,62
United States of America,Fortuna Foothills,61,21,7,61
United States of America,Fraser,77,18,17,77
Mexico,Fresnillo,57,24,0,57
Russian Federation,Frolovo,36,36,0,32
,Futtsu,49,42,2,49
Uzbekistan,Gagarin,168,48,0,168
United States of America,Galt,60,28,8,60
Germany,Gauting,62,27,5,62
Germany,Gelsenkirchen,58,24,8,58
Indonesia,Genteng,41,25,0,41
Germany,Germering,66,38,3,66
Italy,Giarre,52,43,1,52
,Gingoog,45,25,0,45
Brazil,Encantado,24,13,2,24
Germany,Engelskirchen,61,34,4,61
Germany,Enger,72,20,11,72
China,Erdaojiang,64,47,1,64
Costa Rica,Escazu,60,9,8,60
United States of America,Exeter,55,28,5,55
United States of America,Fairview,75,18,20,75
Turkey,Fethiye,87,39,2,87
Italy,Fiesole,68,40,2,68
Germany,Flensburg,51,28,4,51
South Africa,Fochville,154,17,12,154
United States of America,Folsom,69,26,10,69
United States of America,Forestville,46,30,9,46
Italy,Formello,98,45,1,98
United States of America,Fort Collins,55,11,10,55
Indonesia,Gatak,79,45,1,79
Thailand,Chanthaburi,34,20,0,34
Mexico,Chapala,47,9,4,47
United States of America,Charlottesville,68,20,7,68
Brazil,Charqueada,58,5,5,58
United States of America,Chicopee,45,45,2,31
China,Chifeng,67,48,0,67
India,Chikitigarh,156,77,0,156
United States of America,Chillicothe,42,35,6,42
Mozambique,Chimoio,35,20,0,35
Japan,Chitose,32,32,1,14
India,Chittaranjan,174,92,1,174
India,Chomun,197,39,0,197
Czechia,Chomutov,30,30,2,29
Indonesia,Cileungsi,146,142,2,146
Indonesia,Ciranjang,109,87,1,109
India,Bisalpur,500,77,1,480
Netherlands,Bloemendaal,40,27,5,40
South Africa,Bloemhof,48,21,3,48
United States of America,Bloomingdale,55,12,18,55
United States of America,Blue Ash,45,31,9,45
Germany,Bobenheim Roxheim,34,34,1,29
United States of America,Boca Raton,69,14,9,69
Turkmenistan,Boldumsaz,84,42,0,84
Italy,Bollate,28,28,3,24
China,Boshan,123,123,4,99
Burkina Faso,Bousse,31,17,0,31
Italy,Bracciano,41,38,4,41
Spain,Brenes,37,31,2,37
France,Brest,28,28,1,25
Denmark,Bronderslev,54,34,1,54
Brazil,Brotas,49,5,3,49
United States of America,Brown Deer,51,14,16,51
Germany,Bruckmuhl,35,27,1,35
Poland,Brwinow,34,34,1,30
Ukraine,Bryanka,55,38,2,55
United States of America,Buena Park,124,7,30,124
Bosnia and Herzegovina,Bugojno,28,28,0,18
Turkey,Bulancak,33,33,0,30
Malaysia,Buloh Kasap,68,40,0,68
Netherlands,Bussum,38,28,4,38
Philippines,Bustos,71,23,1,71
United States of America,Butler,50,31,8,50
Russian Federation,Buynaksk,43,42,0,43
Azerbaijan,Buzovna,73,38,0,73
,Caibarien,88,22,1,88
Italy,Calcinato,65,32,4,65
Colombia,Caldas,125,0,8,125
Mexico,Calpan,153,4,12,153
United States of America,Calumet City,79,10,28,79
Angola,Camacupa,154,28,3,154
Spain,Cambre,26,26,2,24
,Caminawit,45,21,0,45
Colombia,Campo De La Cruz,109,13,9,109
Brazil,Campo Maior,27,10,1,27
Italy,Camponogara,46,31,4,46
Brazil,Campos Gerais,51,5,4,51
United States of America,Canyon,39,26,1,39
Brazil,Capela,35,13,2,35
Brazil,Caraguatatuba,31,24,0,31
Italy,Carbonia,79,38,0,79
Afghanistan,Carikar,67,37,0,67
Venezuela (Bolivarian Republic of),Carora,72,17,1,72
United States of America,Carrboro,60,29,6,60
Italy,Casarano,65,65,0,40
Italy,Caserta,39,39,4,19
Brazil,Casimiro De Abreu,66,29,3,66
Mexico,Castanos,66,28,0,66
Italy,Castellammare Del Golfo,67,45,0,67
Saint Lucia,Castries,79,26,0,79
Germany,Castrop Rauxel,32,27,4,32
Italy,Cattolica,43,43,0,33
Hungary,Celldomolk,50,31,1,50
Peru,Cerro De Pasco,11,7,0,11
Italy,Cerveteri,40,40,4,40
India,Chakan,121,24,0,121
India,Chakulia,165,71,0,165
India,Chalisgaon,150,36,0,150
Zambia,Chambishi,66,18,1,66
Brazil,Arroio Dos Ratos,34,14,2,34
Italy,Artena,46,46,1,21
Sweden,Arvika,36,36,0,28
Russian Federation,Asbest,34,34,1,30
Germany,Aschaffenburg,35,35,1,29
Germany,Ascheberg,34,34,2,26
Germany,Aschersleben,37,37,1,29
Kazakhstan,Atasu,40,40,0,32
United States of America,Atlanta,99,0,29,99
United States of America,Atlantic City,71,42,4,71
India,Azamgarh,459,67,1,334
China,Baishishan,47,36,0,47
Iraq,Balad,118,85,2,118
,Balikpapan,27,19,0,27
India,Balugaon,158,61,0,158
Mali,Bamako,72,15,0,72
Philippines,Bambang,53,26,0,53
Mali,Banamba,89,22,1,89
Cuba,Banes,103,27,1,103
India,Bangarapet,67,29,0,67
Indonesia,Banjarmasin,42,20,0,42
India,Barela,154,39,0,154
India,Bareli,500,68,1,478
France,Barentin,41,25,3,41
